taxonKey	canonicalName	kingdomKey	classKey	class	kingdom
5374998	Arabis collina	6	220	Magnoliopsida	Plantae
2888636	Symphoricarpos orbiculatus	6	220	Magnoliopsida	Plantae
2882849	Vaccinium corymbosum	6	220	Magnoliopsida	Plantae
5892120	Girardia tigrina	1			
2427091	Lithobates catesbeianus	1	131	Amphibia	Animalia
2705512	Glyceria canadensis	6	196	Liliopsida	Plantae
2927305	Lavandula angustifolia	6	220	Magnoliopsida	Plantae
2772174	Muscari armeniacum	6	196	Liliopsida	Plantae
5551241	Iberis sempervirens	6	220	Magnoliopsida	Plantae
3026107	Cotoneaster simonsii	6	220	Magnoliopsida	Plantae
5567694	Bergenia crassifolia	6	220	Magnoliopsida	Plantae
2928583	Ipomoea leucantha	6	220	Magnoliopsida	Plantae
7504215	Knautia integrifolia	6	220	Magnoliopsida	Plantae
5390636	Cota austriaca	6	220	Magnoliopsida	Plantae
9451184	Pavo cristatus	1	212	Aves	Animalia
5179027	Scutigera coleoptrata	1	360	Chilopoda	Animalia
3602227	Papaver setigerum	6	220	Magnoliopsida	Plantae
5376326	Diplotaxis virgata	6	220	Magnoliopsida	Plantae
5228229	Balearica regulorum	1	212	Aves	Animalia
3042624	Brassica tournefortii	6	220	Magnoliopsida	Plantae
3148589	Anacyclus clavatus	6	220	Magnoliopsida	Plantae
5403743	Scolymus maculatus	6	220	Magnoliopsida	Plantae
5341819	Physalis pubescens	6	220	Magnoliopsida	Plantae
2929892	Solanum elaeagnifolium	6	220	Magnoliopsida	Plantae
5356931	Lotus angustissimus	6	220	Magnoliopsida	Plantae
2986022	Philadelphus pubescens	6	220	Magnoliopsida	Plantae
2205951	Proasellus coxalis	1	229	Malacostraca	Animalia
2498034	Anser cygnoides	1	212	Aves	Animalia
2928979	Hyoscyamus albus	6	220	Magnoliopsida	Plantae
2480514	Aquila rapax	1	212	Aves	Animalia
5289739	Cenchrus echinatus	6	196	Liliopsida	Plantae
5289731	Cenchrus longispinus	6	196	Liliopsida	Plantae
4315705	Dikerogammarus villosus	1	229	Malacostraca	Animalia
5229134	Vanellus miles	1	212	Aves	Animalia
8190231	Corbicula fluminea	1	137	Bivalvia	Animalia
2331498	Molgula manhattensis	1	356	Ascidiacea	Animalia
2115769	Austrominius modestus	1	203	Maxillopoda	Animalia
2653321	Ephedra distachya	6	282	Gnetopsida	Plantae
9606290	Meleagris gallopavo	1	212	Aves	Animalia
5415016	Linaria maroccana	6	220	Magnoliopsida	Plantae
4122968	Agrostis fouilladeana	6	196	Liliopsida	Plantae
2927230	Stachys byzantina	6	220	Magnoliopsida	Plantae
2362473	Hypophthalmichthys molitrix	1	204	Actinopterygii	Animalia
2703700	Bromus squarrosus	6	196	Liliopsida	Plantae
7978544	Hydrocotyle ranunculoides	6	220	Magnoliopsida	Plantae
3148560	Anacyclus radiatus	6	220	Magnoliopsida	Plantae
2706225	Lolium persicum	6	196	Liliopsida	Plantae
4926336	Anaphalis margaritacea	6	220	Magnoliopsida	Plantae
7161168	Lopezia racemosa	6	220	Magnoliopsida	Plantae
2498097	Anas castanea	1	212	Aves	Animalia
3101184	Dittrichia viscosa	6	220	Magnoliopsida	Plantae
2308574	Branchiura sowerbyi	1	255	Clitellata	Animalia
2994912	Rubus odoratus	6	220	Magnoliopsida	Plantae
5289746	Phalaris aquatica	6	196	Liliopsida	Plantae
2704757	Sporobolus indicus	6	196	Liliopsida	Plantae
4410088	Quistadrilus multisetosus	1	255	Clitellata	Animalia
2882443	Cabomba caroliniana	6	220	Magnoliopsida	Plantae
5219681	Sciurus carolinensis	1	359	Mammalia	Animalia
5229154	Scopus umbretta	1	212	Aves	Animalia
2876571	Alnus pubescens	6	220	Magnoliopsida	Plantae
5851603	Leuciscus aspius	1	204	Actinopterygii	Animalia
4567717	Boettgerilla pallens	1	225	Gastropoda	Animalia
5779455	Arion lusitanicus	1	225	Gastropoda	Animalia
2266561	Nemopsis bachei	1	205	Hydrozoa	Animalia
2331942	Styela clava	1	356	Ascidiacea	Animalia
5178057	Caprella mutica	1	229	Malacostraca	Animalia
2493697	Amandava subflava	1	212	Aves	Animalia
4354941	Botrylloides violaceus	1	356	Ascidiacea	Animalia
5182343	Haliclona xena	1	199	Demospongiae	Animalia
2327735	Ficopomatus enigmaticus	1	256	Polychaeta	Animalia
2498065	Anas flavirostris	1	212	Aves	Animalia
9450106	Anas poecilorhyncha	1	212	Aves	Animalia
5372614	Salix eriocephala	6	220	Magnoliopsida	Plantae
5409852	Campanula erinus	6	220	Magnoliopsida	Plantae
7683374	Linaria hirta	6	220	Magnoliopsida	Plantae
2227663	Rhithropanopeus harrisii	1	229	Malacostraca	Animalia
3128091	Centaurea melitensis	6	220	Magnoliopsida	Plantae
3756077	Chenopodium giganteum	6	220	Magnoliopsida	Plantae
7628663	Viola cornuta	6	220	Magnoliopsida	Plantae
4410056	Psammoryctides moravicus	1	255	Clitellata	Animalia
2498096	Anas falcata	1	212	Aves	Animalia
3172615	Catalpa bignonioides	6	220	Magnoliopsida	Plantae
6091856	Sturnia sinensis	1	212	Aves	Animalia
5289913	Polypogon maritimus	6	196	Liliopsida	Plantae
2493633	Taeniopygia guttata	1	212	Aves	Animalia
2705587	Paspalum paniculatum	6	196	Liliopsida	Plantae
3064495	Euphorbia heterophylla	6	220	Magnoliopsida	Plantae
2220312	Hemimysis anomala	1	229	Malacostraca	Animalia
5229055	Psittacula eupatria	1	212	Aves	Animalia
3054357	Juglans nigra	6	220	Magnoliopsida	Plantae
6026665	Torilis africana	6	220	Magnoliopsida	Plantae
5358694	Trifolium glomeratum	6	220	Magnoliopsida	Plantae
5361762	Myriophyllum heterophyllum	6	220	Magnoliopsida	Plantae
2702544	Panicum clandestinum	6	196	Liliopsida	Plantae
1313740	Camponotus vagus	1	216	Insecta	Animalia
3152816	Platanus orientalis	6	220	Magnoliopsida	Plantae
5274858	Salvinia natans	6	7228684	Polypodiopsida	Plantae
5329260	Egeria densa	6	196	Liliopsida	Plantae
4067302	Symphytum grandiflorum	6	220	Magnoliopsida	Plantae
3012117	Sorbaria tomentosa	6	220	Magnoliopsida	Plantae
5538946	Pimpinella peregrina	6	220	Magnoliopsida	Plantae
4985072	Tricellaria inopinata	1	252	Gymnolaemata	Animalia
3096529	Mauranthemum paludosum	6	220	Magnoliopsida	Plantae
3025896	Cotoneaster dielsianus	6	220	Magnoliopsida	Plantae
2874706	Tamarix parviflora	6	220	Magnoliopsida	Plantae
3086240	Mirabilis jalapa	6	220	Magnoliopsida	Plantae
3120713	Artemisia scoparia	6	220	Magnoliopsida	Plantae
7901652	Viola wittrockiana	6	220	Magnoliopsida	Plantae
5709400	Tragopogon mirabilis	6	220	Magnoliopsida	Plantae
3033261	Anemone coronaria	6	220	Magnoliopsida	Plantae
3026004	Cotoneaster watereri	6	220	Magnoliopsida	Plantae
3147018	Erigeron floribundus	6	220	Magnoliopsida	Plantae
3147168	Erigeron karvinskianus	6	220	Magnoliopsida	Plantae
3711564	Hypericum inodorum	6	220	Magnoliopsida	Plantae
5227966	Lophura nycthemera	1	212	Aves	Animalia
2330928	Aplidium glabrum	1	356	Ascidiacea	Animalia
5414959	Collinsia heterophylla	6	220	Magnoliopsida	Plantae
2494514	Carpodacus roseus	1	212	Aves	Animalia
4133390	Lolium boucheanum	6	196	Liliopsida	Plantae
2888553	Dicentra formosa	6	220	Magnoliopsida	Plantae
3000610	Chaenomeles japonica	6	220	Magnoliopsida	Plantae
2747564	Crocus tommasinianus	6	196	Liliopsida	Plantae
2985863	Hylotelephium spectabile	6	220	Magnoliopsida	Plantae
3036892	Aralia elata	6	220	Magnoliopsida	Plantae
5598915	Lonicera pileata	6	220	Magnoliopsida	Plantae
3026160	Cotoneaster rehderi	6	220	Magnoliopsida	Plantae
5585975	Silene muscipula	6	220	Magnoliopsida	Plantae
5384950	Eclipta prostrata	6	220	Magnoliopsida	Plantae
2714453	Cyperus cyperoides	6	196	Liliopsida	Plantae
2931914	Solanum viarum	6	220	Magnoliopsida	Plantae
2764179	Commelina communis	6	196	Liliopsida	Plantae
2224970	Palaemon macrodactylus	1	229	Malacostraca	Animalia
2426640	Pelophylax bedriagae	1	131	Amphibia	Animalia
3033535	Clematis tangutica	6	220	Magnoliopsida	Plantae
5232465	Plectropterus gambensis	1	212	Aves	Animalia
2498405	Dendrocygna eytoni	1	212	Aves	Animalia
2498393	Dendrocygna autumnalis	1	212	Aves	Animalia
5391810	Bidens vulgata	6	220	Magnoliopsida	Plantae
7681436	Cytisus multiflorus	6	220	Magnoliopsida	Plantae
2706501	Agrostis castellana	6	196	Liliopsida	Plantae
3086784	Parthenium hysterophorus	6	220	Magnoliopsida	Plantae
2876607	Alnus cordata	6	220	Magnoliopsida	Plantae
3921611	Clematis flammula	6	220	Magnoliopsida	Plantae
5199161	Hypania invalida	1	256	Polychaeta	Animalia
3026334	Cotoneaster divaricatus	6	220	Magnoliopsida	Plantae
2775619	Yucca gloriosa	6	196	Liliopsida	Plantae
5299675	Tulipa gesneriana	6	196	Liliopsida	Plantae
3033896	Berberis thunbergii	6	220	Magnoliopsida	Plantae
8342911	Papaver setiferum	6	220	Magnoliopsida	Plantae
2431821	Pachytriton labiatus	1	131	Amphibia	Animalia
2888814	Dipsacus laciniatus	6	220	Magnoliopsida	Plantae
8153538	Oenothera oehlkersii	6	220	Magnoliopsida	Plantae
7322143	Oenothera victorinii	6	220	Magnoliopsida	Plantae
2480542	Buteo jamaicensis	1	212	Aves	Animalia
5410151	Campanula poscharskyana	6	220	Magnoliopsida	Plantae
5232422	Chloephaga melanoptera	1	212	Aves	Animalia
3083647	Spinacia oleracea	6	220	Magnoliopsida	Plantae
7915783	Oenothera fallax	6	220	Magnoliopsida	Plantae
3026154	Cotoneaster sternianus	6	220	Magnoliopsida	Plantae
3085421	Dianthus barbatus	6	220	Magnoliopsida	Plantae
2684178	Thuja occidentalis	6	194	Pinopsida	Plantae
3728734	Sutera cordata	6	220	Magnoliopsida	Plantae
5676646	Digitaria aequiglumis	6	196	Liliopsida	Plantae
3015457	Crataegus persimilis	6	220	Magnoliopsida	Plantae
7697298	Lonicera japonica Thunb. ex Murray	6	220	Magnoliopsida	Plantae
2889304	Persicaria capitata	6	220	Magnoliopsida	Plantae
5415012	Linaria purpurea	6	220	Magnoliopsida	Plantae
3152367	Malva nicaeensis	6	220	Magnoliopsida	Plantae
3020871	Prunus lusitanica	6	220	Magnoliopsida	Plantae
4287131	Acipenser baerii	1	204	Actinopterygii	Animalia
5328909	Sagittaria latifolia	6	196	Liliopsida	Plantae
2480985	Caracara cheriway	1	212	Aves	Animalia
5230734	Onychognathus tristramii	1	212	Aves	Animalia
2765940	Eichhornia crassipes	6	196	Liliopsida	Plantae
2479955	Poicephalus cryptoxanthus	1	212	Aves	Animalia
5410210	Campanula fenestrellata	6	220	Magnoliopsida	Plantae
2149679	Holocnemus pluchei	1	367	Arachnida	Animalia
2150089	Artema atlanta	1	367	Arachnida	Animalia
3190522	Cotinus coggygria	6	220	Magnoliopsida	Plantae
3142208	Rhaponticum repens	6	220	Magnoliopsida	Plantae
2150043	Crossopriza lyoni	1	367	Arachnida	Animalia
5275404	Pteris cretica	6	7228684	Polypodiopsida	Plantae
2149761	Micropholcus fauroti	1	367	Arachnida	Animalia
5177089	Jaera istri	1	229	Malacostraca	Animalia
2498411	Amazonetta brasiliensis	1	212	Aves	Animalia
2687885	Ginkgo biloba	6	244	Ginkgoopsida	Plantae
5189713	Menetus dilatatus	1	225	Gastropoda	Animalia
5229136	Vanellus armatus	1	212	Aves	Animalia
5582033	Salix udensis	6	220	Magnoliopsida	Plantae
2956441	Colutea media	6	220	Magnoliopsida	Plantae
7963687	Linaria chalepensis	6	220	Magnoliopsida	Plantae
2775530	Yucca flaccida	6	196	Liliopsida	Plantae
2266009	Cordylophora caspia	1	205	Hydrozoa	Animalia
2926572	Physostegia virginiana	6	220	Magnoliopsida	Plantae
2650827	Cyrtomium fortunei	6	7228684	Polypodiopsida	Plantae
3170823	Paulownia tomentosa	6	220	Magnoliopsida	Plantae
2927222	Dracocephalum moldavica	6	220	Magnoliopsida	Plantae
2874515	Cucurbita maxima	6	220	Magnoliopsida	Plantae
7334631	Hylotelephium maximum	6	220	Magnoliopsida	Plantae
5361982	Sedum hispanicum	6	220	Magnoliopsida	Plantae
5959227	Ara macao	1	212	Aves	Animalia
7883427	Triticum monococcum	6	196	Liliopsida	Plantae
1749886	Phyllonorycter robiniella	1	216	Insecta	Animalia
3112110	Cotula coronopifolia	6	220	Magnoliopsida	Plantae
2489005	Acridotheres tristis	1	212	Aves	Animalia
2498156	Anas undulata	1	212	Aves	Animalia
5177825	Incisocalliope aestuarius	1	229	Malacostraca	Animalia
2498396	Dendrocygna viduata	1	212	Aves	Animalia
3100375	Acanthospermum hispidum	6	220	Magnoliopsida	Plantae
7818643	Prunus armeniaca	6	220	Magnoliopsida	Plantae
5289709	Setaria sphacelata	6	196	Liliopsida	Plantae
7645931	Salix acutifolia	6	220	Magnoliopsida	Plantae
2479666	Amazona amazonica	1	212	Aves	Animalia
3027332	Spiraea rosalba	6	220	Magnoliopsida	Plantae
5341187	Myosotis alpestris	6	220	Magnoliopsida	Plantae
2705081	Panicum virgatum	6	196	Liliopsida	Plantae
3034915	Astrantia major	6	220	Magnoliopsida	Plantae
2651816	Adiantum capillus-veneris	6	7228684	Polypodiopsida	Plantae
9153437	Salix daphnoides	6	220	Magnoliopsida	Plantae
2951998	Ulex gallii	6	220	Magnoliopsida	Plantae
4416920	Synurella ambulans	1	229	Malacostraca	Animalia
3083680	Atriplex micrantha	6	220	Magnoliopsida	Plantae
4382841	Hemigrapsus takanoi	1	229	Malacostraca	Animalia
3026105	Cotoneaster integrifolius	6	220	Magnoliopsida	Plantae
4938160	Berberis gagnepainii	6	220	Magnoliopsida	Plantae
3054110	Aubrieta columnae	6	220	Magnoliopsida	Plantae
4314702	Monocorophium sextonae	1	229	Malacostraca	Animalia
5568188	Bassia laniflora	6	220	Magnoliopsida	Plantae
5232432	Cereopsis novaehollandiae	1	212	Aves	Animalia
3139003	Melampodium montanum	6	220	Magnoliopsida	Plantae
5402340	Dimorphotheca jucunda	6	220	Magnoliopsida	Plantae
2161710	Heteropoda venatoria	1	367	Arachnida	Animalia
3172348	Fraxinus pennsylvanica	6	220	Magnoliopsida	Plantae
3133938	Coreopsis lanceolata	6	220	Magnoliopsida	Plantae
2874199	Passiflora caerulea	6	220	Magnoliopsida	Plantae
2982380	Vigna radiata	6	220	Magnoliopsida	Plantae
2437232	Cynomys ludovicianus	1	359	Mammalia	Animalia
2498380	Cyanochen cyanoptera	1	212	Aves	Animalia
7127810	Cyclamen hederifolium	6	220	Magnoliopsida	Plantae
2932944	Capsicum annuum	6	220	Magnoliopsida	Plantae
3065883	Euphorbia glyptosperma	6	220	Magnoliopsida	Plantae
2480770	Geronticus eremita	1	212	Aves	Animalia
2494088	Euplectes orix	1	212	Aves	Animalia
3067891	Euphorbia prostrata	6	220	Magnoliopsida	Plantae
6369819	Sambucus canadensis	6	220	Magnoliopsida	Plantae
9791464	Colinus virginianus	1	212	Aves	Animalia
2718302	Bolboschoenus yagara	6	196	Liliopsida	Plantae
7564934	Odontites jaubertianus	6	220	Magnoliopsida	Plantae
2340977	Ameiurus melas	1	204	Actinopterygii	Animalia
2874680	Ecballium elaterium	6	220	Magnoliopsida	Plantae
3152583	Hibiscus syriacus	6	220	Magnoliopsida	Plantae
2865565	Lagarosiphon major	6	196	Liliopsida	Plantae
8242651	Rumex erubescens	6	220	Magnoliopsida	Plantae
4283395	Diadumene lineata	1	206	Anthozoa	Animalia
3133950	Coreopsis tinctoria	6	220	Magnoliopsida	Plantae
3172622	Sesamum indicum	6	220	Magnoliopsida	Plantae
3044349	Chorispora tenella	6	220	Magnoliopsida	Plantae
2874569	Cucumis sativus	6	220	Magnoliopsida	Plantae
3853033	Neillia incisa	6	220	Magnoliopsida	Plantae
2481936	Mycteria ibis	1	212	Aves	Animalia
2492196	Melospiza melodia	1	212	Aves	Animalia
3133887	Coreopsis verticillata	6	220	Magnoliopsida	Plantae
7335777	Doryopteris raddiana	6	7228684	Polypodiopsida	Plantae
2891783	Impatiens balfourii	6	220	Magnoliopsida	Plantae
5334194	Macleaya cordata	6	220	Magnoliopsida	Plantae
8170635	Spiraea japonica	6	220	Magnoliopsida	Plantae
8537667	Chondrilla juncea	6	220	Magnoliopsida	Plantae
3925834	Anemone hybrida	6	220	Magnoliopsida	Plantae
4344674	Dendrocoelum romanodanubiale	1			
7862391	Lysimachia monellii	6	220	Magnoliopsida	Plantae
2480089	Psephotus haematonotus	1	212	Aves	Animalia
8080743	Scilla siberica	6	196	Liliopsida	Plantae
3024146	Eriobotrya japonica	6	220	Magnoliopsida	Plantae
5275415	Pteris multifida	6	7228684	Polypodiopsida	Plantae
2498114	Anas versicolor	1	212	Aves	Animalia
2473341	Numida meleagris	1	212	Aves	Animalia
2883007	Kalmia angustifolia	6	220	Magnoliopsida	Plantae
5408682	Lobelia pedunculata	6	220	Magnoliopsida	Plantae
2440946	Muntiacus reevesi	1	359	Mammalia	Animalia
2494536	Pyrrhula erythaca	1	212	Aves	Animalia
3029912	Fragaria ananassa	6	220	Magnoliopsida	Plantae
5229203	Bostrychia hagedash	1	212	Aves	Animalia
1323402	Tetramorium bicarinatum	1	216	Insecta	Animalia
2926042	Nonea lutea	6	220	Magnoliopsida	Plantae
2494408	Mycerobas icterioides	1	212	Aves	Animalia
3025605	Cotoneaster zabelii	6	220	Magnoliopsida	Plantae
4568269	Paralaoma servilis	1	225	Gastropoda	Animalia
7802465	Nymphaea marliacea	6	220	Magnoliopsida	Plantae
3981543	Berberis julianae	6	220	Magnoliopsida	Plantae
2965397	Medicago scutellata	6	220	Magnoliopsida	Plantae
2925366	Clerodendrum trichotomum	6	220	Magnoliopsida	Plantae
3631129	Eryngium giganteum	6	220	Magnoliopsida	Plantae
3039046	Fatsia japonica	6	220	Magnoliopsida	Plantae
2516075	Cumminsiella mirabilissima	5	270	Pucciniomycetes	Fungi
2867631	Lemna turionifera	6	196	Liliopsida	Plantae
3046015	Cardamine corymbosa	6	220	Magnoliopsida	Plantae
2498345	Cygnus buccinator	1	212	Aves	Animalia
3172266	Jasminum nudiflorum	6	220	Magnoliopsida	Plantae
2480410	Parabuteo unicinctus	1	212	Aves	Animalia
7322529	Oenothera rubricaulis	6	220	Magnoliopsida	Plantae
5353590	Cercis siliquastrum	6	220	Magnoliopsida	Plantae
2765156	Tradescantia fluminensis	6	196	Liliopsida	Plantae
3026092	Cotoneaster hjelmqvistii	6	220	Magnoliopsida	Plantae
2927096	Ocimum basilicum	6	220	Magnoliopsida	Plantae
5361841	Pilea microphylla	6	220	Magnoliopsida	Plantae
5679032	Vulpia geniculata	6	196	Liliopsida	Plantae
3033318	Ranunculus muricatus	6	220	Magnoliopsida	Plantae
2925530	Verbena urticifolia	6	220	Magnoliopsida	Plantae
3054117	Aubrieta deltoidea	6	220	Magnoliopsida	Plantae
8104460	Celastrus orbiculatus	6	220	Magnoliopsida	Plantae
2870583	Pistia stratiotes	6	196	Liliopsida	Plantae
2402129	Acipenser gueldenstaedtii	1	204	Actinopterygii	Animalia
2704038	Muhlenbergia mexicana	6	196	Liliopsida	Plantae
5376309	Diplotaxis erucoides	6	220	Magnoliopsida	Plantae
3146219	Grindelia squarrosa	6	220	Magnoliopsida	Plantae
3032646	Heuchera micrantha	6	220	Magnoliopsida	Plantae
5407810	Trachelium caeruleum	6	220	Magnoliopsida	Plantae
2928767	Nicotiana sylvestris	6	220	Magnoliopsida	Plantae
3151692	Symphyotrichum ciliatum	6	220	Magnoliopsida	Plantae
7540164	Arion vulgaris	1	225	Gastropoda	Animalia
4127352	Sasaella ramosa	6	196	Liliopsida	Plantae
2486131	Pycnonotus cafer	1	212	Aves	Animalia
5202520	Ictalurus punctatus	1	204	Actinopterygii	Animalia
2220347	Limnomysis benedeni	1	229	Malacostraca	Animalia
2495494	Geopelia cuneata	1	212	Aves	Animalia
2857697	Allium cepa	6	196	Liliopsida	Plantae
7351929	Chaenorhinum origanifolium	6	220	Magnoliopsida	Plantae
5217334	Xenopus laevis	1	131	Amphibia	Animalia
3026040	Cotoneaster suecicus	6	220	Magnoliopsida	Plantae
5930559	Ilex altaclerensis	6	220	Magnoliopsida	Plantae
3025564	Cotoneaster villosulus	6	220	Magnoliopsida	Plantae
7262908	Acer cappadocicum	6	220	Magnoliopsida	Plantae
3026162	Cotoneaster franchetii	6	220	Magnoliopsida	Plantae
4933624	Inula racemosa	6	220	Magnoliopsida	Plantae
2888579	Leycesteria formosa	6	220	Magnoliopsida	Plantae
2489080	Lamprotornis purpureus	1	212	Aves	Animalia
5396474	Heliopsis helianthoides	6	220	Magnoliopsida	Plantae
4046493	Polystichum luctuosum	6	7228684	Polypodiopsida	Plantae
1749449	Cameraria ohridella	1	216	Insecta	Animalia
5334240	Lonicera japonica Thunb.	6	220	Magnoliopsida	Plantae
7319302	Dryopteris cycadina	6	7228684	Polypodiopsida	Plantae
2888797	Cephalaria gigantea	6	220	Magnoliopsida	Plantae
7263145	Acer rufinerve	6	220	Magnoliopsida	Plantae
4990176	Rhyzobius forestieri	1	216	Insecta	Animalia
3119225	Helianthus petiolaris	6	220	Magnoliopsida	Plantae
2498084	Anas superciliosa	1	212	Aves	Animalia
9350124	Natrix helvetica	1	358	Reptilia	Animalia
2484103	Chrysomus icterocephalus	1	212	Aves	Animalia
1316805	Tapinoma melanocephalum	1	216	Insecta	Animalia
7307829	Lavandula dentata	6	220	Magnoliopsida	Plantae
2321012	Marenzelleria viridis	1	256	Polychaeta	Animalia
5402363	Dimorphotheca pluvialis	6	220	Magnoliopsida	Plantae
3120284	Achillea filipendulina	6	220	Magnoliopsida	Plantae
7307327	Agastache rugosa	6	220	Magnoliopsida	Plantae
5298126	Iris sibirica	6	196	Liliopsida	Plantae
3872463	Tarenaya hassleriana	6	220	Magnoliopsida	Plantae
3188926	Oenothera pycnocarpa	6	220	Magnoliopsida	Plantae
3188829	Oenothera elata	6	220	Magnoliopsida	Plantae
2537743	Lentinula edodes	5	186	Agaricomycetes	Fungi
3032653	Heuchera sanguinea	6	220	Magnoliopsida	Plantae
2891664	Oxalis articulata	6	220	Magnoliopsida	Plantae
7322292	Oenothera cambrica	6	220	Magnoliopsida	Plantae
2153287	Zoropsis spinimana	1	367	Arachnida	Animalia
2888585	Viburnum tinus	6	220	Magnoliopsida	Plantae
3039418	Ziziphus lotus	6	220	Magnoliopsida	Plantae
3026049	Cotoneaster dammeri	6	220	Magnoliopsida	Plantae
8993502	Silene italica	6	220	Magnoliopsida	Plantae
2767031	Agave americana	6	196	Liliopsida	Plantae
2489071	Lamprotornis chalybaeus	1	212	Aves	Animalia
7461690	Phragmidium mexicanum	5	270	Pucciniomycetes	Fungi
7881150	Polygonatum hybridum	6	196	Liliopsida	Plantae
3001362	Malus baccata	6	220	Magnoliopsida	Plantae
3664589	Oenothera lindheimeri	6	220	Magnoliopsida	Plantae
3151755	Symphyotrichum pilosum	6	220	Magnoliopsida	Plantae
3172294	Ligustrum sinense	6	220	Magnoliopsida	Plantae
3103082	Gamochaeta pensylvanica	6	220	Magnoliopsida	Plantae
3172613	Catalpa ovata	6	220	Magnoliopsida	Plantae
2479612	Amazona ochrocephala	1	212	Aves	Animalia
1320777	Plagiolepis pygmaea	1	216	Insecta	Animalia
2474944	Grus japonensis	1	212	Aves	Animalia
3152824	Liquidambar styraciflua	6	220	Magnoliopsida	Plantae
2873926	Linum grandiflorum	6	220	Magnoliopsida	Plantae
1652212	Aedes japonicus	1	216	Insecta	Animalia
5358265	Ornithopus compressus	6	220	Magnoliopsida	Plantae
3118526	Tanacetum macrophyllum	6	220	Magnoliopsida	Plantae
3069300	Euphorbia vermiculata	6	220	Magnoliopsida	Plantae
2482519	Corvus albus	1	212	Aves	Animalia
4565134	Cernuella aginnica	1	225	Gastropoda	Animalia
3036033	Hedera colchica	6	220	Magnoliopsida	Plantae
1932752	Cacyreus marshalli	1	216	Insecta	Animalia
3189883	Acer rubrum	6	220	Magnoliopsida	Plantae
2437394	Callosciurus erythraeus	1	359	Mammalia	Animalia
2925767	Heliotropium europaeum	6	220	Magnoliopsida	Plantae
3094253	Symphyotrichum subulatum	6	220	Magnoliopsida	Plantae
3678949	Calystegia pulchra	6	220	Magnoliopsida	Plantae
5284237	Cryptomeria japonica	6	194	Pinopsida	Plantae
5295044	Smilax aspera	6	196	Liliopsida	Plantae
3069460	Euphorbia oblongata	6	220	Magnoliopsida	Plantae
4486365	Nysius huttoni	1	216	Insecta	Animalia
2225772	Hemigrapsus sanguineus	1	229	Malacostraca	Animalia
2501248	Mnemiopsis leidyi	1	365	Tentaculata	Animalia
7572133	Anoplophora glabripennis	1	216	Insecta	Animalia
5671747	Cenchrus alopecuroides	6	196	Liliopsida	Plantae
3088488	Tagetes erecta	6	220	Magnoliopsida	Plantae
5200414	Diplosoma listerianum	1	356	Ascidiacea	Animalia
5415056	Forsythia suspensa	6	220	Magnoliopsida	Plantae
2480766	Threskiornis spinicollis	1	212	Aves	Animalia
2475648	Dacelo novaeguineae	1	212	Aves	Animalia
2869311	Lysichiton americanus	6	196	Liliopsida	Plantae
7664179	Technomyrmex vitiensis	1	216	Insecta	Animalia
5660450	Pulmonaria rubra	6	220	Magnoliopsida	Plantae
3011247	Rosa nitida	6	220	Magnoliopsida	Plantae
9185677	Podarcis siculus	1	358	Reptilia	Animalia
7882646	Rosa virginiana	6	220	Magnoliopsida	Plantae
4285694	Oreochromis niloticus	1	204	Actinopterygii	Animalia
4565039	Hygromia cinctella	1	225	Gastropoda	Animalia
3131614	Helichrysum italicum	6	220	Magnoliopsida	Plantae
7544073	Saxifraga arendsii	6	220	Magnoliopsida	Plantae
3741446	Erinus alpinus	6	220	Magnoliopsida	Plantae
8014163	Ambigolimax valentianus	1	225	Gastropoda	Animalia
2484133	Quiscalus major	1	212	Aves	Animalia
3189497	Hypericum calycinum	6	220	Magnoliopsida	Plantae
2683894	Xanthocyparis nootkatensis	6	194	Pinopsida	Plantae
2516809	Melampsoridium betulinum	5	270	Pucciniomycetes	Fungi
2479329	Platycercus eximius	1	212	Aves	Animalia
3131367	Helichrysum petiolare	6	220	Magnoliopsida	Plantae
5289833	Nassella tenuissima	6	196	Liliopsida	Plantae
7636833	Syringa josikaea	6	220	Magnoliopsida	Plantae
10172912	Cerastium arvense subsp. arvense x tomentosum	6	220	Magnoliopsida	Plantae
5421180	Koelreuteria paniculata	6	220	Magnoliopsida	Plantae
9685907	Falco sparverius	1	212	Aves	Animalia
3645346	Philadelphus virginalis	6	220	Magnoliopsida	Plantae
4021919	Portulaca sativa	6	220	Magnoliopsida	Plantae
3105768	Sonchus tenerrimus	6	220	Magnoliopsida	Plantae
5409120	Lobelia siphilitica	6	220	Magnoliopsida	Plantae
1652150	Aedes koreicus	1	216	Insecta	Animalia
5959231	Ara ararauna	1	212	Aves	Animalia
7832723	Symphyotrichum lateriflorum	6	220	Magnoliopsida	Plantae
2379245	Proterorhinus semilunaris	1	204	Actinopterygii	Animalia
3666323	Epilobium dodonaei	6	220	Magnoliopsida	Plantae
3170040	Gentiana lutea	6	220	Magnoliopsida	Plantae
2439838	Castor canadensis	1	359	Mammalia	Animalia
8223023	Saxifraga geum	6	220	Magnoliopsida	Plantae
1450317	Telmatogeton japonicus	1	216	Insecta	Animalia
5361944	Broussonetia papyrifera	6	220	Magnoliopsida	Plantae
1031394	Ectopsocus petersi	1	216	Insecta	Animalia
2927727	Phlox subulata	6	220	Magnoliopsida	Plantae
4934105	Erodium manescavii	6	220	Magnoliopsida	Plantae
2728060	Carex vulpinoidea	6	196	Liliopsida	Plantae
