SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE34038C0,Bassin supérieur de l'Ourthe occidentale,C,29,1661,FALSE,TRUE,FALSE
BE33032C0,Fagnes de Malchamps et de Stoumont,C,29,94,FALSE,TRUE,FALSE
BE33064C0,Vallée de l'Ulf,C,28,664,FALSE,TRUE,FALSE
BE35007C0,Forêts et lac de Bambois,C,28,350,FALSE,TRUE,FALSE
BE33025C0,Fagnes du Nord-Est,C,28,190,FALSE,TRUE,FALSE
BE34018C0,Sources de la Lienne,C,28,103,FALSE,TRUE,FALSE
BE33049C0,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,C,28,64,FALSE,TRUE,FALSE
BE32010C0,Marais de la Verne,C,27,74,FALSE,TRUE,FALSE
BE33044C0,Sources de l'Amblève,C,27,47,FALSE,TRUE,FALSE
BE31009B0,Carrières souterraines d'Orp-Jauche,B,27,43,FALSE,TRUE,FALSE
BE33055C0,Vallée de l'Emmels,C,26,134,FALSE,TRUE,FALSE
BE33037C0,Camp militaire d'Elsenborn,C,26,116,FALSE,TRUE,FALSE
BE34037C0,Haute-Lomme,C,26,75,FALSE,TRUE,FALSE
BE33062C0,Vallée supérieure de l'Our et ses affluents,C,26,69,FALSE,TRUE,FALSE
BE33041C0,Fagnes de la Polleur et de Malmedy,C,26,50,FALSE,TRUE,FALSE
BE34014C0,Fagne de la Crépale et prairies de Malempré,C,26,45,FALSE,TRUE,FALSE
BE33019C0,Vallée de la Vesdre entre Eupen et Verviers,C,25,71,FALSE,TRUE,FALSE
BE31008C0,Carrière de Dongelberg,C,24,60,FALSE,TRUE,FALSE
BE32034C0,Bois Massart et forêts de Sivry-Rance,C,24,41,FALSE,TRUE,FALSE
BE32029C0,Haute vallée de la Thure,C,23,56,FALSE,TRUE,FALSE
BE34045C0,Forêts de Muno,C,23,27,FALSE,TRUE,FALSE
BE32015B0,Canal souterrain de la Bête Refaite,B,22,27,FALSE,TRUE,FALSE
BE34033C0,Etangs de Longchamps et de Noville,C,21,422,FALSE,TRUE,FALSE
BE35017C0,Vallée du Ruisseau de Féron,C,21,38,FALSE,TRUE,FALSE
BE33031C0,Bois de la Géronstère,C,21,37,FALSE,TRUE,FALSE
BE33060C0,Haute vallée de la Lienne,C,20,56,FALSE,TRUE,FALSE
BE35047C0,Vallée du Ruisseau de Rebais,C,20,45,FALSE,TRUE,FALSE
BE33066B0,Grotte Jaminon,B,20,40,FALSE,TRUE,FALSE
BE32047C0,Vallée de la Thure,C,20,33,FALSE,TRUE,FALSE
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,C,19,63,FALSE,TRUE,FALSE
BE35046C0,Vallée du Ruisseau de Gros Fays,C,19,38,FALSE,TRUE,FALSE
BE33048C0,Vallée de la Lienne et affluents entre Les Trous de Bras et Habiémont,C,19,34,FALSE,TRUE,FALSE
BE33001B0,Sources du Geer,B,19,31,FALSE,TRUE,FALSE
BE32008B0,Bois d'Arpes et de l'Hôpital,B,18,72,FALSE,TRUE,FALSE
BE34041C0,Sûre frontalière,C,18,52,FALSE,TRUE,FALSE
BE33024C0,Vallée de la Helle,C,18,48,FALSE,TRUE,FALSE
BE33058C0,Vallée du Medemberbach,C,18,34,FALSE,TRUE,FALSE
BE35014C0,Bois de Famenne à Waillet,C,17,59,FALSE,TRUE,FALSE
BE33038C0,Vallée de la Schwalm,C,17,51,FALSE,TRUE,FALSE
BE35013C0,Bois calcaires de Nettinne,C,17,37,FALSE,TRUE,FALSE
BE34011C0,La Calestienne entre Hotton et Oppagne,C,16,27,FALSE,TRUE,FALSE
BE32031C0,Bois de Vieux Sart et de Montbliart,C,16,26,FALSE,TRUE,FALSE
BE33059C0,Sources de l'Our et de l'Ensebach,C,16,22,FALSE,TRUE,FALSE
BE34006C0,La Calestienne entre Oppagne et Barvaux,C,16,20,FALSE,TRUE,FALSE
BE33030C0,Vallée de l'Amblève de Chêneu au Pont de Targnon,C,15,104,FALSE,TRUE,FALSE
BE33056C0,Haute vallée de l'Amblève entre Heppenbach et Montenau,C,15,63,FALSE,TRUE,FALSE
BE33029C0,Basse vallée de la Lienne,C,15,51,FALSE,TRUE,FALSE
BE34001C0,Vallée et affluents du Néblon,C,15,49,FALSE,TRUE,FALSE
BE34068C0,Bois de Famenne à Humain et Aye,C,15,44,FALSE,TRUE,FALSE
BE33039C0,Vallée de l'Olefbach,C,15,35,FALSE,TRUE,FALSE
BE33023C0,Vallée de la Soor,C,14,30,FALSE,TRUE,FALSE
BE32023C0,Vallée du Ruisseau d'Acoz,C,14,23,FALSE,TRUE,FALSE
BE34034C0,Sources du Ruisseau de Tavigny,C,13,35,FALSE,TRUE,FALSE
BE32020C0,Vallée de la Princesse,C,13,27,FALSE,TRUE,FALSE
BE34059C0,Vallées de l'Eisch et de Clairefontaine,C,13,16,FALSE,TRUE,FALSE
BE32042B0,Vallée du Ruisseau d'Erpion,B,9,270,FALSE,TRUE,FALSE
BE35033B0,Vallée du Ruisseau d'Alisse,B,9,37,FALSE,TRUE,FALSE
BE35049C0,Vallée du Ruisseau de Fairoul,C,8,40,FALSE,TRUE,FALSE
BE35048C0,Vallée du Ruisseau de la Goutelle,C,8,20,FALSE,TRUE,FALSE
BE33057C0,Vallée du Kolvenderbach,C,8,18,FALSE,TRUE,FALSE
BE33050C0,Fagne de la Gotale et affluents du Ruisseau de Chavanne,C,8,16,FALSE,TRUE,FALSE
BE32022B0,Trou des Sarrazins à Loverval,B,7,9,FALSE,TRUE,FALSE
BE34040C0,Vallée de Villers-la-Bonne-Eau,C,7,9,FALSE,TRUE,FALSE
BE33005C0,Vallée du Ruisseau de Bolland,C,6,16,FALSE,TRUE,FALSE
BE35043C0,Vallée du Ruisseau de Saint-Jean,C,6,6,FALSE,TRUE,FALSE
BE33033C0,Vallée du Wayai et affluents,C,5,5,FALSE,TRUE,FALSE
BE33052C0,Ma Campagne au sud de Malmedy,C,5,5,FALSE,TRUE,FALSE
BE33045C0,Sources de la Warchenne,C,3,6,FALSE,TRUE,FALSE
BEMNZ0005,Vlakte van de Raan,B,2,65,FALSE,FALSE,FALSE
BE34069B0,Mare de Frassem,B,1,1,FALSE,TRUE,FALSE
