key	nubKey	canonicalName	first_observed	last_observed	class	kingdom
159747442	2475679	Ceryle rudis			Aves	Animalia
159747388	2479308	Platycercus adscitus	2012	2012	Aves	Animalia
159747414	2479550	Agapornis roseicollis	1983	2016	Aves	Animalia
159747348	2481875	Phalacrocorax auritus			Aves	Animalia
159747335	2482499	Corvus splendens			Aves	Animalia
159747259	2489073	Lamprotornis nitens	2018	2018	Aves	Animalia
159746967	2495695	Streptopelia risoria			Aves	Animalia
159747007	2498071	Anas hottentota			Aves	Animalia
159747024	2498104	Anas gibberifrons	2011	2011	Aves	Animalia
159747018	2498109	Anas laysanensis	2012	2012	Aves	Animalia
159747030	2498131	Anas puna	2012	2012	Aves	Animalia
159747040	2498283	Cairina moschata			Aves	Animalia
152543192	2502938	Bipalium kewense	2018	2018		Animalia
152543197	2513609	Entyloma calendulae	1900	1902	Exobasidiomycetes	Fungi
152543187	2514966	Puccinia sorghi	1997	1997	Pucciniomycetes	Fungi
152543183	2515236	Puccinia antirrhini	1947	1947	Pucciniomycetes	Fungi
152543181	2515351	Puccinia oxalidis			Pucciniomycetes	Fungi
152543166	2516117	Gymnosporangium confusum	1879	1882	Pucciniomycetes	Fungi
152543157	2516419	Tranzschelia discolor	2000	2005	Pucciniomycetes	Fungi
152543128	2557730	Sporisorium destruens	1899	2018	Ustilaginomycetes	Fungi
152543209	2627503	Batrachochytrium dendrobatidis	2018	2018	Chytridiomycetes	Fungi
152547170	2700646	Juncus pallescens	1893	1911	Liliopsida	Plantae
152547172	2701118	Juncus subsecundus	1921	1921	Liliopsida	Plantae
152547171	2701304	Juncus radula	1916	1916	Liliopsida	Plantae
152547166	2701618	Juncus imbricatus	1911	1911	Liliopsida	Plantae
152547002	2702527	Eriochloa procera	1899	1947	Liliopsida	Plantae
152547003	2702529	Eriochloa villosa	2016	2016	Liliopsida	Plantae
152547014	2702862	Ehrharta longiflora	1911	1911	Liliopsida	Plantae
152547018	2703077	Chasmanthium latifolium	1949	1949	Liliopsida	Plantae
152547005	2703109	Melica altissima	1888	1888	Liliopsida	Plantae
152546957	2703682	Bromus briziformis	1922	1922	Liliopsida	Plantae
152546958	2703686	Bromus marginatus	1930	1930	Liliopsida	Plantae
152546952	2703696	Bromus alopecuros	1958	1958	Liliopsida	Plantae
152546955	2703704	Bromus danthoniae	1954	1955	Liliopsida	Plantae
152546964	2703720	Bromus scoparius	1827	1954	Liliopsida	Plantae
152546959	2703731	Bromus brevis	1902	1949	Liliopsida	Plantae
152546951	2703765	Bromus arenarius	1898	1898	Liliopsida	Plantae
152546979	2703892	Enneapogon desvauxii	1912	1912	Liliopsida	Plantae
152546986	2704068	Brachiaria eruciformis	1947	1949	Liliopsida	Plantae
152546982	2704112	Bothriochloa decipiens	1947	1947	Liliopsida	Plantae
152546969	2704234	Poa alpina	1850	1850	Liliopsida	Plantae
152546974	2704341	Schismus barbatus	1836	2010	Liliopsida	Plantae
152547088	2704664	Eremopyrum bonaepartis	1954	1954	Liliopsida	Plantae
152547085	2704778	Sporobolus elongatus	1951	1951	Liliopsida	Plantae
152547105	2704966	Festuca valesiaca	1824	2018	Liliopsida	Plantae
152547097	2705066	Panicum hirticaule	1969	1969	Liliopsida	Plantae
152547098	2705092	Panicum coloratum	1901	1986	Liliopsida	Plantae
159747675	2705106	Panicum bulbosum	1949	1949	Liliopsida	Plantae
152547100	2705141	Panicum antidotale	1895	1950	Liliopsida	Plantae
152547066	2705341	Eragrostis atrovirens	1948	1948	Liliopsida	Plantae
152547067	2705350	Eragrostis plana	1911	1948	Liliopsida	Plantae
152547068	2705362	Eragrostis elongata	1911	1925	Liliopsida	Plantae
152547074	2705373	Eragrostis ciliaris	1897	1897	Liliopsida	Plantae
152547076	2705422	Eragrostis leptostachya	1911	1932	Liliopsida	Plantae
152547071	2705431	Eragrostis barrelieri	1948	1949	Liliopsida	Plantae
152547069	2705452	Eragrostis bahiensis	1921	1947	Liliopsida	Plantae
152547020	2705737	Oplismenus hirtellus	1901	1901	Liliopsida	Plantae
159747595	2705851	Brachiaria mutica	1950	1950	Liliopsida	Plantae
152547139	2706003	Phleum subulatum	1895	1953	Liliopsida	Plantae
152547152	2706067	Hordeum bulbosum	1889	1889	Liliopsida	Plantae
152547150	2706070	Hordeum pusillum	1893	1893	Liliopsida	Plantae
152547110	2706195	Milium vernale	1844	1948	Liliopsida	Plantae
152547115	2706277	Aristida adscensionis	1939	1947	Liliopsida	Plantae
152547128	2706301	Coix lacryma-jobi	1959	1959	Liliopsida	Plantae
152547126	2706414	Triticum compactum	1901	1954	Liliopsida	Plantae
152547131	2706526	Agrostis exarata	1990	1990	Liliopsida	Plantae
152546759	2708808	Fimbristylis dichotoma	1911	1911	Liliopsida	Plantae
152546752	2713519	Cyperus rigens	1949	1949	Liliopsida	Plantae
152546751	2713662	Cyperus aggregatus	1887	1887	Liliopsida	Plantae
152546750	2714233	Cyperus imbricatus	1947	1947	Liliopsida	Plantae
152546749	2714301	Cyperus conglomeratus	1947	1947	Liliopsida	Plantae
152546747	2714656	Cyperus congestus	1886	2008	Liliopsida	Plantae
152546746	2714722	Cyperus reflexus	1887	1892	Liliopsida	Plantae
152546745	2714796	Cyperus difformis	1911	1947	Liliopsida	Plantae
152546757	2715206	Cyperus exaltatus	1911	1947	Liliopsida	Plantae
152546753	2716420	Cyperus virens	1947	1947	Liliopsida	Plantae
152546606	2742119	Veratrum album	1835	1893	Liliopsida	Plantae
152546614	2752849	Erythronium dens-canis	1955	1955	Liliopsida	Plantae
152546723	2764202	Commelina diffusa	1997	1997	Liliopsida	Plantae
152546724	2764337	Commelina obliqua	1999	2000	Liliopsida	Plantae
152546722	2764454	Commelina coelestis	1999	2008	Liliopsida	Plantae
152546703	2769073	Camassia leichtlinii suksdorfii	2013	2017	Liliopsida	Plantae
152546701	2769435	Maianthemum dilatatum	2013	2013	Liliopsida	Plantae
152546618	2771094	Hosta	2005	2017	Liliopsida	Plantae
152546656	2855374	Galanthus ikariae	1984	1984	Liliopsida	Plantae
152546646	2855825	Allium moly	1885	1885	Liliopsida	Plantae
152546644	2856504	Allium fistulosum	1850	1850	Liliopsida	Plantae
152546652	2856920	Allium hollandicum	2012	2016	Liliopsida	Plantae
152546653	2857449	Allium ramosum	2010	2014	Liliopsida	Plantae
152546583	2868796	Zantedeschia albomaculata	2011	2011	Liliopsida	Plantae
152546215	2874019	Aristolochia rotunda	1952	1952	Magnoliopsida	Plantae
152546098	2874701	Tamarix canariensis	1946	1946	Magnoliopsida	Plantae
152546272	2888588	Viburnum rhytidophylloides	2013	2016	Magnoliopsida	Plantae
159749116	2888870	Rumex spinosus	1886	1994	Magnoliopsida	Plantae
152546152	2888948	Rumex alpinus	1997	1997	Magnoliopsida	Plantae
152546154	2888987	Rumex obovatus	1940	1949	Magnoliopsida	Plantae
152546146	2889024	Rumex confusus	2011	2017	Magnoliopsida	Plantae
152546147	2889030	Rumex altissimus	1903	1909	Magnoliopsida	Plantae
152545298	2891617	Erodium brachycarpum	1903	1953	Magnoliopsida	Plantae
152545265	2908428	Galium divaricatum	1900	2008	Magnoliopsida	Plantae
152545267	2914501	Galium tenuissimum	1906	1953	Magnoliopsida	Plantae
152545263	2914754	Galium verrucosum	1904	1909	Magnoliopsida	Plantae
152545255	2916767	Asperula tinctoria	1835	1922	Magnoliopsida	Plantae
152545257	2916822	Asperula laevigata	1823	1854	Magnoliopsida	Plantae
152545258	2916975	Asperula taurina	1861	1924	Magnoliopsida	Plantae
152545795	2925492	Verbena supina	1947	1947	Magnoliopsida	Plantae
152545798	2925515	Verbena halei	1921	1940	Magnoliopsida	Plantae
152545799	2925518	Verbena brasiliensis	1993	1993	Magnoliopsida	Plantae
152545539	2925754	Lappula marginata	1880	1896	Magnoliopsida	Plantae
152545543	2925790	Heliotropium amplexicaule	1890	1890	Magnoliopsida	Plantae
152545536	2925877	Amsinckia tessellata	1877	1953	Magnoliopsida	Plantae
152545522	2926041	Nonea rosea	1828	1828	Magnoliopsida	Plantae
152545768	2927030	Salvia aethiopis	1835	1910	Magnoliopsida	Plantae
152545750	2927075	Elsholtzia ciliata	1996	2000	Magnoliopsida	Plantae
152545756	2927224	Dracocephalum thymiflorum	1893	2017	Magnoliopsida	Plantae
152545020	2927484	Cuscuta suaveolens	1976	1976	Magnoliopsida	Plantae
152545021	2927522	Cuscuta planiflora	1895	1895	Magnoliopsida	Plantae
152545482	2928153	Phacelia purshii	1893	1893	Magnoliopsida	Plantae
152545008	2928624	Ipomoea hederifolia	1915	1915	Magnoliopsida	Plantae
152544968	2928766	Nicotiana longiflora	1895	1910	Magnoliopsida	Plantae
152544995	2932501	Solanum pygmaeum	1902	1915	Magnoliopsida	Plantae
152544997	2932905	Salpiglossis sinuata	1978	2001	Magnoliopsida	Plantae
159748507	2940408	Cytisophyllum sessilifolium	1949	1949	Magnoliopsida	Plantae
152545230	2949235	Aeschynomene americana	2003	2003	Magnoliopsida	Plantae
152545231	2949250	Aeschynomene indica	1999	1999	Magnoliopsida	Plantae
152545193	2957966	Senna occidentalis	1998	2005	Magnoliopsida	Plantae
152545199	2959124	Dorycnium hirsutum	2004	2004	Magnoliopsida	Plantae
152545198	2959128	Dorycnium pentaphyllum	1903	1903	Magnoliopsida	Plantae
152545212	2965209	Medicago murex	1923	1995	Magnoliopsida	Plantae
152545216	2965226	Medicago monantha	1885	1955	Magnoliopsida	Plantae
152545214	2965233	Medicago fischeriana	1902	1904	Magnoliopsida	Plantae
152545223	2965406	Medicago intertexta intertexta	1858	1940	Magnoliopsida	Plantae
152545224	2965409	Medicago intertexta ciliaris	1947	1948	Magnoliopsida	Plantae
152545209	2965459	Medicago doliata	1894	1940	Magnoliopsida	Plantae
152545210	2965461	Medicago turbinata	1882	1882	Magnoliopsida	Plantae
152545152	2970619	Sesbania cannabina	1949	1949	Magnoliopsida	Plantae
152545160	2971068	Melilotus wolgicus	1958	1958	Magnoliopsida	Plantae
152545155	2971107	Melilotus messanensis	1948	1948	Magnoliopsida	Plantae
159748521	2972868	Onobrychis caput-gallii	1907	1907	Magnoliopsida	Plantae
152545184	2974826	Vicia hyrcanica	2000	2000	Magnoliopsida	Plantae
152545178	2974876	Vicia assyriaca	1960	1960	Magnoliopsida	Plantae
152545177	2974887	Vicia ervilia	1824	1963	Magnoliopsida	Plantae
152545174	2974936	Vicia villosa eriocarpa	1877	1934	Magnoliopsida	Plantae
152545173	2974946	Vicia dumetorum	1835	1969	Magnoliopsida	Plantae
152545176	2975097	Vicia noeana	2000	2000	Magnoliopsida	Plantae
152545168	2975393	Vicia sicula	1920	1920	Magnoliopsida	Plantae
152545145	2977234	Ononis natrix	1881	1992	Magnoliopsida	Plantae
152545140	2983965	Halimodendron halodendron	1953	1953	Magnoliopsida	Plantae
152544925	2987948	Neillia tanakae	2012	2012	Magnoliopsida	Plantae
152544886	3001270	Malus purpurea	2010	2014	Magnoliopsida	Plantae
152544876	3002263	Rosa majalis	1850	1920	Magnoliopsida	Plantae
152544877	3002372	Rosa blanda	1861	1939	Magnoliopsida	Plantae
152544822	3025731	Cotoneaster moupinensis	2010	2010	Magnoliopsida	Plantae
152544820	3025769	Cotoneaster lucidus	2011	2011	Magnoliopsida	Plantae
152544830	3025935	Cotoneaster nanshan	2010	2015	Magnoliopsida	Plantae
152544831	3025944	Cotoneaster mairei	2010	2010	Magnoliopsida	Plantae
152544828	3025989	Cotoneaster ganghobaensis	2011	2013	Magnoliopsida	Plantae
152544846	3026167	Cotoneaster boisianus	2011	2018	Magnoliopsida	Plantae
152544845	3026168	Cotoneaster laetevirens	2017	2017	Magnoliopsida	Plantae
152544866	3026431	Spiraea hypericifolia	1885	1911	Magnoliopsida	Plantae
152544865	3027355	Spiraea macrothyrsa	1948	2015	Magnoliopsida	Plantae
152544851	3028431	Alchemilla conjuncta	1830	1884	Magnoliopsida	Plantae
152546338	3033289	Trollius europaeus	1852	1952	Magnoliopsida	Plantae
152546350	3033584	Clematis jackmanii	2009	2013	Magnoliopsida	Plantae
152546377	3033898	Berberis ottawensis	1959	2017	Magnoliopsida	Plantae
152544624	3034552	Bupleurum odontites	1906	2015	Magnoliopsida	Plantae
152544475	3036169	Hedera maroccana	2010	2010	Magnoliopsida	Plantae
152544480	3036958	Aralia racemosa	1972	1972	Magnoliopsida	Plantae
152544478	3037015	Aralia cordata	1915	1948	Magnoliopsida	Plantae
152545410	3040923	Conringia austriaca	1893	1893	Magnoliopsida	Plantae
152545404	3041109	Cordylocarpus muricatus	1950	1950	Magnoliopsida	Plantae
152545393	3042889	Brassica elongata integrifolia	1886	1912	Magnoliopsida	Plantae
152545437	3044201	Descurainia incisa	1893	1893	Magnoliopsida	Plantae
152545432	3044743	Alyssum desertorum	1864	1910	Magnoliopsida	Plantae
152545431	3045006	Alyssum hirsutum	1879	1879	Magnoliopsida	Plantae
152545427	3045193	Alyssum strigosum	1909	1909	Magnoliopsida	Plantae
152545424	3046092	Cardamine parviflora	1850	1850	Magnoliopsida	Plantae
152545417	3046778	Sisymbrium septulatum	1954	1954	Magnoliopsida	Plantae
152545415	3046839	Sisymbrium runcinatum	2004	2004	Magnoliopsida	Plantae
152545414	3046850	Sisymbrium strictissimum	1857	1924	Magnoliopsida	Plantae
152545466	3047633	Sinapis alba dissecta	1882	1951	Magnoliopsida	Plantae
152545461	3048288	Erysimum diffusum	1877	1896	Magnoliopsida	Plantae
152545462	3048532	Erysimum marshallii	2000	2000	Magnoliopsida	Plantae
152545453	3051213	Boreava orientalis	1909	1932	Magnoliopsida	Plantae
152545439	3053950	Enarthrocarpus lyratus	1892	1893	Magnoliopsida	Plantae
152546431	3056259	Acalypha indica	2003	2003	Magnoliopsida	Plantae
152546433	3060710	Manihot grahamii	2017	2017	Magnoliopsida	Plantae
152546443	3066482	Euphorbia peplis	1878	1878	Magnoliopsida	Plantae
152546449	3067869	Euphorbia chamaesyce	2000	2000	Magnoliopsida	Plantae
152546451	3068528	Euphorbia pseudoesula	1960	1960	Magnoliopsida	Plantae
152546454	3070346	Euphorbia nutans	1995	1995	Magnoliopsida	Plantae
152546459	3079631	Andrachne telephioides	1947	1947	Magnoliopsida	Plantae
152545960	3083603	Polycnemum arvense	1835	1903	Magnoliopsida	Plantae
152545964	3083657	Atriplex oblongifolia	1850	1850	Magnoliopsida	Plantae
152545967	3083667	Atriplex semibaccata	1947	1947	Magnoliopsida	Plantae
152545972	3083746	Atriplex holocarpa	1906	1906	Magnoliopsida	Plantae
152545970	3083763	Atriplex sibirica	1967	1967	Magnoliopsida	Plantae
152545973	3083771	Atriplex suberecta	1903	1954	Magnoliopsida	Plantae
152545974	3083773	Atriplex muelleri	1947	1951	Magnoliopsida	Plantae
152545987	3083905	Chenopodium suecicum	1971	1971	Magnoliopsida	Plantae
152546002	3084616	Glinus lotoides	1911	1911	Magnoliopsida	Plantae
159749078	3084693	Calandrinia ciliata	1956	1956	Magnoliopsida	Plantae
152546028	3084883	Sesuvium portulacastrum	1907	1907	Magnoliopsida	Plantae
152545994	3084922	Alternanthera paronychioides	1911	1911	Magnoliopsida	Plantae
152545996	3084949	Alternanthera pungens	1949	1949	Magnoliopsida	Plantae
152545997	3084958	Alternanthera caracasana	1947	1948	Magnoliopsida	Plantae
152546087	3085435	Cerastium dichotomum	1954	1955	Magnoliopsida	Plantae
152546085	3085622	Petrorhagia nanteuilii	1992	1992	Magnoliopsida	Plantae
152544415	3088405	Leucanthemella serotina	1928	1955	Magnoliopsida	Plantae
152544404	3088652	Guizotia schimperi	2015	2015	Magnoliopsida	Plantae
152544419	3092125	Acmella	1955	1955	Magnoliopsida	Plantae
152544368	3092604	Leysera tenella	1911	1911	Magnoliopsida	Plantae
152544355	3093891	Hypochaeris microcephala	1895	1895	Magnoliopsida	Plantae
152544381	3094899	Onopordum macracanthum	1973	1973	Magnoliopsida	Plantae
152544373	3095938	Conyzigeron huelsenii	2008	2008	Magnoliopsida	Plantae
152544336	3098176	Calotis hispidula	1898	1949	Magnoliopsida	Plantae
152544338	3098183	Calotis lappulacea	1902	1940	Magnoliopsida	Plantae
152544349	3100344	Podolepis auriculata	1899	1899	Magnoliopsida	Plantae
152544343	3100968	Pseudognaphalium undulatum	1893	1906	Magnoliopsida	Plantae
152544300	3103180	Gamochaeta antillanum	1901	1911	Magnoliopsida	Plantae
152544323	3103817	Matricaria aurea	2017	2017	Magnoliopsida	Plantae
152544312	3104078	Heteranthemis viscidehirta	1954	1954	Magnoliopsida	Plantae
152544274	3107177	Senecio pterophorus	1892	1908	Magnoliopsida	Plantae
152544282	3107663	Erechtites quadridentata	1893	1893	Magnoliopsida	Plantae
152544273	3107896	Senecio gallicus	1850	1850	Magnoliopsida	Plantae
152544285	3108123	Erechtites glossantha	1893	1893	Magnoliopsida	Plantae
152544292	3110041	Amphiachyris dracunculoides	1991	1991	Magnoliopsida	Plantae
152544222	3110293	Facelis retusa	1895	1895	Magnoliopsida	Plantae
152544239	3112098	Cotula turbinata	1947	1951	Magnoliopsida	Plantae
152544235	3112123	Cotula anthemoides	1896	1896	Magnoliopsida	Plantae
152544191	3114343	Athanasia trifurcata	1909	1912	Magnoliopsida	Plantae
152544203	3114679	Carduus hamulosus	1876	1877	Magnoliopsida	Plantae
152544130	3115131	Sinacalia tangutica	2004	2004	Magnoliopsida	Plantae
152544154	3119191	Helianthus debilis	1911	1954	Magnoliopsida	Plantae
152544153	3119219	Helianthus salicifolius	1952	1952	Magnoliopsida	Plantae
152544045	3120066	Achillea setacea	1885	1886	Magnoliopsida	Plantae
152544026	3121668	Artemisia austriaca	1944	1957	Magnoliopsida	Plantae
152544016	3122190	Amberboa moschata	1952	1952	Magnoliopsida	Plantae
152544087	3123300	Pilosella fuscoatra	2006	2006	Magnoliopsida	Plantae
152544073	3125765	Stuartina muelleri	1906	1914	Magnoliopsida	Plantae
152544069	3125901	Sigesbeckia orientalis	1940	1948	Magnoliopsida	Plantae
152544065	3125944	Santolina rosmarinifolia	1912	1912	Magnoliopsida	Plantae
152544062	3126046	Erigeron pampeanus	1911	1911	Magnoliopsida	Plantae
152543979	3127691	Centaurea benedicta	1886	1953	Magnoliopsida	Plantae
152543971	3127837	Centaurea hyalolepis	1954	1955	Magnoliopsida	Plantae
152543970	3128007	Centaurea orientalis	1893	1894	Magnoliopsida	Plantae
152543963	3128279	Centaurea calocephala	2014	2014	Magnoliopsida	Plantae
152543969	3128437	Centaurea glaberrima	1850	1850	Magnoliopsida	Plantae
152543997	3133702	Adenostyles alliariae	1971	1971	Magnoliopsida	Plantae
152543990	3137629	Rhodanthe floribunda	1894	1894	Magnoliopsida	Plantae
159748874	3137686	Rhodanthe stricta	1891	1891	Magnoliopsida	Plantae
152543908	3137829	Psephellus dealbatus	1944	2014	Magnoliopsida	Plantae
152543898	3140910	Madia sativa	1941	1941	Magnoliopsida	Plantae
152543893	3141046	Centromadia pungens	1922	1922	Magnoliopsida	Plantae
152543930	3141571	Mantisalca salmantica	1877	1890	Magnoliopsida	Plantae
152543935	3142974	Doronicum excelsum	1867	2018	Magnoliopsida	Plantae
159748887	3145375	Deinandra fasciculata	1922	1922	Magnoliopsida	Plantae
152543874	3147913	Verbesina encelioides	1950	1959	Magnoliopsida	Plantae
152543867	3148548	Anacyclus valentinus	1913	1932	Magnoliopsida	Plantae
152544394	3151666	Symphyotrichum racemosum	1947	1947	Magnoliopsida	Plantae
152546256	3152723	Sidalcea candida	1920	1929	Magnoliopsida	Plantae
152545617	3170878	Scrophularia lanceolata	1901	1901	Magnoliopsida	Plantae
152545624	3171946	Verbascum sinuatum	1831	1949	Magnoliopsida	Plantae
152545685	3172066	Veronica campylopoda	1955	1955	Magnoliopsida	Plantae
152545568	3172127	Calceolaria chelidonioides	1941	1995	Magnoliopsida	Plantae
152545583	3172343	Fraxinus latifolia	2008	2009	Magnoliopsida	Plantae
152545600	3172647	Ibicella lutea	1894	1992	Magnoliopsida	Plantae
152543405	3188735	Lythrum virgatum	1953	2001	Magnoliopsida	Plantae
152543476	3188838	Oenothera perennis	1943	1943	Magnoliopsida	Plantae
152543478	3188867	Oenothera laciniata	1893	1909	Magnoliopsida	Plantae
152543480	3188875	Oenothera rosea	1835	1870	Magnoliopsida	Plantae
152543485	3188889	Oenothera angustissima	1860	1884	Magnoliopsida	Plantae
152545671	3189723	Plantago ovata	1906	1956	Magnoliopsida	Plantae
152545673	3189760	Plantago heterophylla	1895	1895	Magnoliopsida	Plantae
152543351	3189935	Cardiospermum grandiflorum	1959	1959	Magnoliopsida	Plantae
152543306	3190551	Rhus pulvinata	1983	2015	Magnoliopsida	Plantae
